recipe_title,category,subcategory,ingredients,directions,num_ingredients,num_steps,normalized_recipe_name
Wheat Salad,Fruit Salads,Dessert Salads,"[""1 \u00bd cups whole wheat berries"", ""1 (8 ounce) package cream cheese, softened"", ""1 (15.25 ounce) can crushed pineapple in juice, drained"", ""2 tablespoons lemon juice"", ""1 (3.4 ounce) package instant vanilla pudding mix"", ""1 (8 ounce) tub frozen whipped topping, thawed""]","[""Soak wheat berries in a bowl of water for at least 5 hours or overnight. Drain and place in a slow cooker with enough water to cover by one inch. Cover, and cook on Low setting for 5 to 6 hours, until tender. Add more water if needed. When tender, drain, and rinse under cold water to chill."", ""In a large bowl, stir together the cream cheese, pineapple and lemon juice. Stir in the dry pudding mix until smooth. Stir in the wheat berries until evenly coated. Fold in whipped topping just before serving. Refrigerate any leftovers.""]",6,2,wheat salad
White Gelatin,Jell-O Salads,Jell-O Salads,"[""1 (8 ounce) package cream cheese, softened"", ""\u00bd cup white sugar"", ""1 (.25 ounce) envelope unflavored gelatin"", ""\u2153 cup boiling water"", ""1 cup milk"", ""1 tablespoon lemon juice"", ""1 teaspoon vanilla extract"", ""1 \u00bd cups frozen whipped topping, thawed""]","[""In a medium bowl, beat cream cheese and sugar until smooth and well blended."", ""In a separate bowl, dissolve gelatin in boiling water; cool slightly, then stir into cream cheese mixture along with milk, lemon juice, and vanilla. Fold in whipped topping. Pour into a mold if desired, and refrigerate until set, about 3 hours.""]",8,2,white gelatin
Whole Wheat Rotini Pasta Salad,Pasta Salads,Vegetarian Pasta Salad,"[""1 (12 ounce) box whole wheat rotini pasta"", ""\u00bc cup apple cider vinegar"", ""\u00bc cup olive oil"", ""\u00bc cup crumbled feta cheese, or to taste"", ""6 leaves fresh basil, chopped"", ""salt and ground black pepper to taste"", ""3 tomatoes, chopped"", ""2 large carrots, chopped"", ""1 bunch asparagus, trimmed and chopped"", ""1 bunch green onions"", ""4 cloves garlic, minced""]","[""Bring a large pot of lightly salted water to a boil; cook rotini at a boil until tender yet slightly firm to the bite, about 8 minutes."", ""Rinse rotini with cold water until completely chilled; drain completely."", ""Meanwhile, whisk apple cider vinegar and olive oil together in a large bowl until blended. Stir in feta cheese, basil, salt, and black pepper ."", ""Toss tomatoes, carrots, asparagus, green onions, and garlic in feta vinaigrette to evenly coat."", ""Stir cooled pasta into vegetable mixture; toss until evenly combined.""]",11,5,whole wheat rotini pasta salad
Whole30® Pear and Arugula Salad,Green Salads,Arugula Salad,"[""\u00bc cup white wine vinegar"", ""1 teaspoon honey, melted"", ""3 tablespoons lemon juice"", ""3 tablespoons extra-virgin olive oil"", ""1 tablespoon chopped fresh thyme"", ""sea salt and cracked black pepper to taste""]","[""Combine vinegar and honey in a glass jar; whisk to combine. Add lemon juice, oil, thyme, sea salt, and pepper; cover and shake until emulsified."", ""Reserve 1/2 of a pear. Slice remaining pears thinly with a sharp knife or mandolin."", ""Place arugula in a mixing bowl. Add sliced pears. Pour dressing over top, add 1/2 of the hazelnuts, and season with more salt and pepper. Toss gently until well coated. Taste and adjust seasonings according to taste."", ""Slice reserved pear half thinly and arrange it in a fan pattern on the salad platter you are using. Arrange the salad on top. Garnish with remaining hazelnuts and thyme leaves. Serve immediately.""]",6,4,whole30 pear and arugula salad
Wild Rice Salad,Chicken Salads,Chicken Salads,"[""1 (6 ounce) package wild rice"", ""\u00be cup light mayonnaise"", ""1 teaspoon white vinegar"", ""1 teaspoon white sugar"", ""salt and pepper to taste"", ""2 cups cooked, cubed turkey meat"", ""\u00bc cup diced green onion"", ""1 cup seedless red grapes"", ""6 ounces blanched slivered almonds""]","[""Cook rice according to package directions. Remove from heat and set aside to cool."", ""Whisk together mayonnaise, vinegar, sugar, salt, and pepper in a medium bowl. Stir in rice, turkey, onion, and grapes until evenly coated with dressing. Cover and refrigerate for 1 to 2 hours."", ""Sprinkle slivered almonds over salad before serving.""]",9,3,wild rice salad
Wild Rocket (Arugula) and Parmesan Salad,Green Salads,Green Salads,"[""2 (5 ounce) packages arugula"", ""\u00bc cup roughly chopped cilantro"", ""1 teaspoon fresh lemon juice"", ""1 teaspoon olive oil"", ""1 teaspoon balsamic vinegar"", ""1 teaspoon red pepper flakes"", ""1 pinch ground black pepper"", ""\u00bc cup shaved Parmesan cheese""]","[""Toss arugula and cilantro together in a large salad bowl; drizzle with lemon juice, olive oil, and balsamic vinegar. Sprinkle with red pepper flakes and black pepper; toss. Taste and adjust seasonings if desired."", ""Sprinkle salad with Parmesan cheese shavings; toss then serve.""]",8,2,wild rocket arugula and parmesan salad
Wilted Spinach Salad,Green Salads,Green Salads,"[""6 eggs"", ""1 pound bacon"", ""2 bunches fresh spinach, rinsed and dried"", ""4 green onions, thinly sliced"", ""2 eggs"", ""\u00bc cup white sugar"", ""\u00bc cup white vinegar"", ""\u00bc cup red wine vinegar""]","[""Gather the ingredients."", ""Place 6 eggs in a medium saucepan with enough cold water to cover. Bring water to a boil, and immediately remove from heat. Cover, and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool, peel, and chop."", ""Place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Drain, crumble, and set aside, reserving approximately 1/2 cup of drippings in the skillet."", ""Toss spinach and green onions together in a large bowl."", ""Heat the reserved drippings over low heat. Whisk 2 remaining eggs, sugar, white vinegar, and red wine vinegar together in a small bowl; add to warm drippings and whisk until thickened, about 1 minute."", ""Pour warm dressing over spinach; add crumbled bacon and toss to coat. Garnish with chopped egg.""]",8,6,wilted spinach salad
Winter Fruit and Pasta Salad,Pasta Salads,Fruit Pasta Salad,"[""1 cup mini farfalle pasta"", ""2 mandarin oranges, peeled and segmented"", ""2 kiwi fruits - peeled, sliced, and quartered"", ""1 medium apple, diced"", ""1 medium Bartlett pear, cored and diced"", ""\u00bc cup sweetened dried cranberries (such as Ocean Spray\u00ae Craisins\u00ae)"", ""2 tablespoons pomegranate arils"", ""2 tablespoons minced celery""]","[""Bring a large pot of lightly salted water to a boil. Cook farfalle at a boil, stirring occasionally, until tender yet firm to the bite, about 7 minutes. Rinse under cold water and drain well."", ""Meanwhile, combine mandarin orange sections, kiwi, apple, pear, dried cranberries, pomegranate arils, and celery in a large bowl."", ""Add pasta to the fruit salad, mixing until well combined."", ""Whisk lime juice, honey, olive oil, and poppy seeds together in a small bowl. Pour over pasta salad and stir until combined. Place in the refrigerator until flavors have blended, about 30 minutes.""]",8,4,winter fruit and pasta salad
Winter Green Salad,Green Salads,Kale Salad,"[""4 collard leaves, trimmed and finely chopped"", ""\u2153 bunch kale, trimmed and chopped"", ""1 head romaine lettuce, chopped"", ""\u00bc small head red cabbage, chopped"", ""1 Bosc pear, cubed"", ""\u00bd Bermuda onion, finely diced"", ""\u00bd orange bell pepper, diced"", ""\u00bd Florida avocado - peeled, pitted, and diced"", ""\u00bd carrot, grated"", ""5 cherry tomatoes, halved"", ""7 walnut halves, crushed"", ""2 tablespoons raisins, or to taste""]","[""Make salad: Mix collard leaves, kale, romaine, cabbage, pear, onion, orange bell pepper, avocado, carrot, tomatoes, walnuts, and raisins together in a large bowl."", ""Make dressing: Combine olive oil, vinegar, honey, oregano, chili powder, Dijon mustard, garlic, salt, and black pepper in a glass jar with a lid. Cover with a lid and shake vigorously until dressing is well mixed."", ""Pour dressing over salad; toss to coat.""]",12,3,winter green salad
World's Best Potato Salad,Picnic Recipes,Potato Salad,"[""6 medium potatoes"", ""\u00bd cup white sugar"", ""2 large eggs, beaten"", ""1 teaspoon cornstarch"", ""salt to taste"", ""1 (5 ounce) can evaporated milk"", ""\u00bd cup vinegar"", ""1 teaspoon prepared yellow mustard"", ""\u00bc cup butter"", ""1 cup mayonnaise"", ""6 large hard-cooked eggs, diced"", ""1 small onion, finely chopped"", ""1 cup celery, chopped"", ""1 teaspoon salt""]","[""Place potatoes in a large pot and cover with salted water; bring to a boil. Reduce heat to medium-low and simmer until tender, about 20 minutes. Drain and set aside to cool."", ""While the potatoes are cooking, whisk together sugar, 2 beaten eggs, and cornstarch in a saucepan; season with salt."", ""Stir in milk, vinegar, and mustard. Cook and stir over medium heat until thickened, about 10 minutes. Remove from heat and stir in butter. Refrigerate until cool, then stir in mayonnaise."", ""Peel and dice potatoes. Transfer to a large bowl; toss with hard-cooked eggs, onion, celery, and 1 teaspoon salt."", ""Stir dressing gently into the bowl of potato salad until evenly coated."", ""Chill before serving, 3 hours to overnight.""]",14,6,world s potato salad
Yummy Bok Choy Salad,Kosher,Kosher Salads,"[""\u00bd cup olive oil"", ""\u00bc cup white vinegar"", ""\u2153 cup white sugar"", ""3 tablespoons soy sauce"", ""2 bunches baby bok choy, cleaned and sliced"", ""1 bunch green onions, chopped"", ""\u215b cup slivered almonds, toasted"", ""\u00bd (6 ounce) package chow mein noodles""]","[""In a glass jar with a lid, mix together olive oil, white vinegar, sugar, and soy sauce. Close the lid, and shake until well mixed."", ""Combine the bok choy, green onions, almonds, and chow mein noodles in a salad bowl. Toss with dressing, and serve.""]",8,2,yummy bok choy salad
Yummy Summer Picnic Salad,Pasta Salads,Macaroni Salad,"[""1 (8 ounce) package elbow macaroni"", ""2 cupspeeled, thinly sliced c peeled, thinly sliced c"", ""2 cups diced tomato"", ""2 (5 ounce) cans tuna, drained"", ""\u00bd cup diced green bell pepper"", ""\u2153 cup mayonnaise"", ""\u2153 cup Italian-style salad dressing"", ""\u00bc cup chopped green onion"", ""1 hard-boiled egg, chopped"", ""1 tablespoon prepared yellow mustard"", ""1 teaspoon salt"", ""\u215b teaspoon ground black pepper""]","[""Bring a large pot of lightly salted water to a boil. Cook elbow macaroni in the boiling water, stirring occasionally, until tender yet firm to the bite, about 8 minutes. Drain, rinse with cold water; drain again."", ""Combine cucumber, tomato, tuna, bell pepper, mayonnaise, dressing, green onion, egg, mustard, salt, and black pepper in a large bowl; stir in macaroni. Cover the bowl; chill in the refrigerator before serving, at least 4 hours.""]",12,2,yummy summer picnic salad
Zesty Cold Chicken Pasta Salad,Chicken Salads,Chicken Pasta Salad,"[""1 (8 ounce) package rotini pasta"", ""1 cup fat-free mayonnaise"", ""1 teaspoon lemon pepper seasoning"", ""\u00bd teaspoon dried mustard"", ""24 cherry tomatoes, halved"", ""1 (15 ounce) can peas, drained"", ""2 (5 ounce) cans chicken packed in water, drained"", ""1 pinch paprika""]","[""Bring a large pot of lightly salted water to a boil; cook rotini at a boil until tender yet firm to the bite, about 8 minutes. Drain and rinse with cold water."", ""Mix mayonnaise, lemon pepper seasoning, and dried mustard together in a large bowl. Mix in cherry tomatoes, peas, and chicken. Fold in rotini. Sprinkle paprika over salad before serving.""]",8,2,zesty cold chicken pasta salad
Zesty Feta and Shrimp Summer Pasta Salad,Chicken Salads,Chicken Pasta Salad,"[""2 skinless, boneless chicken breast halves"", ""1 (16 ounce) package uncooked farfalle (bow tie) pasta"", ""\u00bd pound frozen cooked cocktail shrimp"", ""1 (2.25 ounce) can diced black olives, drained"", ""1 pint cherry tomatoes"", ""\u00bd cup baby carrots, chopped"", ""1 cucumber, diced"", ""\u00bd cup balsamic vinegar"", ""1 (6 ounce) package feta cheese, crumbled"", ""salt-free seasoning blend to taste""]","[""Preheat oven to 350 degrees F (175 degrees C)."", ""Place the chicken in a baking dish, and roast 25 minutes in the preheated oven, or until juices run clear. Remove from heat, cool, and cut into bite-size pieces."", ""Bring a large pot of lightly salted water to a boil. Add farfalle pasta, cook 8 to 10 minutes, until al dente, and drain. Cool to room temperature."", ""In a large bowl, mix the chicken, pasta, shrimp, olives, tomatoes, carrots, and cucumber. Toss with balsamic vinegar and feta cheese, and season with salt-free seasoning blend.""]",10,4,zesty feta and shrimp summer pasta salad
Zesty Lemon Carrot Salad,Diabetic,Diabetic Salads,"[""1 (8 ounce) package baby carrots"", ""10 mushrooms"", ""1 teaspoon ground cumin"", ""1 teaspoon ground coriander"", ""1 teaspoon minced garlic"", ""\u00bc cup lemon juice""]","[""Combine baby carrots, mushrooms, cumin, and coriander in a pot. Pour enough water into pot to just cover the mixture. Bring to a boil and cook until carrots are tender, 15 to 20 minutes. Drain mixture and transfer to a large bowl."", ""Stir garlic and lemon juice together in a small bowl; drizzle over carrot mixture. Stir to evenly coat.""]",6,2,zesty lemon carrot salad
Zesty Southern Pasta and Bean Salad,Pasta Salads,Tomato Pasta Salad,"[""2 cups dried small pasta shells"", ""\u2153 cup Italian-style salad dressing"", ""salt to taste"", ""1 (15 ounce) can pinto beans, rinsed and drained"", ""1 (15 ounce) can black beans, rinsed and drained"", ""1 (15 ounce) can whole kernel corn, drained"", ""3 tomatoes, chopped"", ""1 \u00bd tablespoons ground cumin"", ""\u00bd tablespoon chili powder"", ""\u00bd teaspoon onion powder"", ""\u00bd teaspoon garlic powder"", ""\u00bc teaspoon red pepper flakes (Optional)"", ""salt and ground black pepper to taste""]","[""Fill a large pot with lightly salted water and bring to a rolling boil. Stir in shells and return to a boil. Cook pasta uncovered, stirring occasionally, until tender yet firm to the bite, 8 to 10 minutes. Drain and rinse shells in cold water; place in a large bowl."", ""Stir dressing into shells; season with salt. Stir in pinto and black beans. Add corn, tomatoes, cumin, chili powder, onion powder, garlic powder, and pepper flakes. Season with salt and black pepper; stir to combine."", ""Chill salad in refrigerator until ready to serve.""]",13,3,zesty southern pasta and bean salad
Zesty Tuna Salad,Healthy Recipes,Healthy Salads,"[""1 (5 ounce) can tuna, drained"", ""1 teaspoon mayonnaise"", ""1 teaspoon sweet pickle relish"", ""1 teaspoon Dijon-style prepared mustard"", ""1 stalk celery, chopped"", ""\u00bc cup chopped onion"", ""\u00bc teaspoon ground black pepper""]","[""Mash tuna in a small bowl with a fork. Add mayonnaise, pickle relish, mustard, celery, onion, and black pepper; stir to combine. Chill and serve.""]",7,1,zesty tuna salad
Zucchini Salad with Herbs and Red Onion,Lunch,Salad Recipes,"[""4 cups water"", ""\u00bd red onion, finely chopped"", ""7 small fresh zucchini, thinly sliced"", ""1 tablespoon finely chopped fresh mint"", ""1 tablespoon finely chopped fresh basil"", ""cup extra-virgin olive oil"", ""\u00bd teaspoon grated lemon zest"", ""1 teaspoon freshly squeezed lemon juice, or more to taste"", ""salt and freshly ground black pepper to taste""]","[""Place water in a medium pot; bring to a boil. Place red onion in a sieve; submerge in the boiling water and blanch for 1 minute. Cool under cold running water; set aside."", ""Fill a large bowl with ice and cold water; set aside. Place zucchini slices into the boiling water; cook for 30 seconds. Remove zucchini from the water and immediately immerse in ice water; stir with a wooden spoon so they cool evenly. Drain. Drip dry."", ""Place zucchini in a salad bowl; stir in mint and basil until well combined."", ""Whisk olive oil, lemon zest, lemon juice, salt, and black pepper together in a small bowl; pour over salad and toss to combine."", ""Chill in the refrigerator before serving for 30 minutes.""]",9,5,zucchini salad with herbs and red onion
